Figure 13 data,,,,,,,
Voltammogram (top),,Residual gas analyzer data (bottom),,,,,
,,-0.5 V,,-0.8 V,,-0.9 V,
Potential (V),Current (A),Time (s),2 AMU signal intensity,Time (s),2 AMU signal intensity,Time (s),2 AMU signal intensity
-0.879669,0.00279724,,,,,,
-0.877228,0.00280884,,,,,,
-0.874786,0.00281982,,,,,,
-0.872345,0.00283142,,,,,,
-0.869904,0.00284119,,,,,,
-0.867462,0.00285614,,,,,,
-0.865021,0.00287079,,,,,,
-0.862579,0.00288269,,,,,,
-0.860138,0.0029007,,,,,,
-0.857697,0.00291931,,,,,,
-0.855255,0.00293549,,,,,,
-0.852814,0.00295074,,,,,,
-0.850372,0.00297089,,,,,,
-0.847931,0.0029892,,,,,,
-0.84549,0.00300446,,,,,,
-0.843048,0.00295044,,,,,,
-0.840607,0.00303833,,,,,,
-0.838165,0.00306946,,,,,,
-0.835724,0.00308594,,,,,,
-0.833282,0.00310547,,,,,,
-0.830841,0.00312775,,,,,,
-0.8284,0.00314728,,,,,,
-0.825958,0.00315643,,,,,,
-0.823517,0.00317719,,,,,,
-0.821075,0.0031958,,,,,,
-0.818634,0.00321808,,,,,,
-0.816193,0.00323212,,,,,,
-0.813751,0.00325134,,,,,,
-0.81131,0.00326935,,,,,,
-0.808868,0.00328369,,,,,,
-0.806427,0.0032962,,,,,,
-0.803986,0.00331543,,,,,,
-0.801544,0.00333405,,,,,,
-0.799103,0.00334839,,,,,,
-0.796661,0.0033609,,,,,,
-0.79422,0.00338165,,,,,,
-0.791779,0.00336761,,,,,,
-0.789337,0.00338501,,,,,,
-0.786896,0.00345459,,,,,,
-0.784454,0.00344879,,,,,,
-0.782013,0.00341278,,,,,,
-0.779572,0.0034613,,,,,,
-0.77713,0.00351532,,,,,,
-0.774689,0.00348999,,,,,,
-0.772247,0.0034668,,,,,,
-0.769806,0.00352814,,,,,,
-0.767365,0.0035611,,,,,,
-0.764923,0.00351929,,,,,,
-0.762482,0.0035144,,,,,,
-0.76004,0.00358215,,,,,,
-0.757599,0.0035907,,,,,,
-0.755157,0.00353668,,,,,,
-0.752716,0.00356293,,,,,,
-0.750275,0.00362671,,,,,,
-0.747833,0.00360474,,,,,,
-0.745392,0.00356781,,,,,,
-0.74295,0.00361664,,,,,,
-0.740509,0.00365967,,,,,,
-0.738068,0.00361969,,,,,,
-0.735626,0.0035968,,,,,,
-0.733185,0.00364014,,,,,,
-0.730743,0.0036438,,,,,,
-0.728302,0.00364746,,,,,,
-0.725861,0.00364777,,,,,,
-0.723419,0.00364655,,,,,,
-0.720978,0.00365295,,,,,,
-0.718536,0.00365845,,,,,,
-0.716095,0.00366028,,,,,,
-0.713654,0.00365936,,,,,,
-0.711212,0.00366333,,,,,,
-0.708771,0.00366333,,,,,,
-0.706329,0.00365753,,,,,,
-0.703888,0.00365753,,,,,,
-0.701447,0.00365509,,,,,,
-0.699005,0.00364807,,,,,,
-0.696564,0.00364166,,,,,,
-0.694122,0.00363586,,,,,,
-0.691681,0.00363068,,,,,,
-0.68924,0.00361816,,,,,,
-0.686798,0.00360535,,,,,,
-0.684357,0.00360077,,,,,,
-0.681915,0.00359589,,,,,,
-0.679474,0.00358521,,,,,,
-0.677032,0.00356689,,,,,,
-0.674591,0.00357117,,,,,,
-0.67215,0.00355072,,,,,,
-0.669708,0.0035321,,,,,,
-0.667267,0.00351837,,,,,,
-0.664825,0.0034903,,,,,,
-0.662384,0.00346741,,,,,,
-0.659943,0.00345001,,,,,,
-0.657501,0.00342804,,,,,,
-0.65506,0.0034024,,,,,,
-0.652618,0.00337372,,,,,,
-0.650177,0.00334381,,,,,,
-0.647736,0.00332825,,,,,,
-0.645294,0.00329956,,,,,,
-0.642853,0.00326721,,,,,,
-0.640411,0.00324097,,,,,,
-0.63797,0.00320984,,,,,,
-0.635529,0.00317841,,,,,,
-0.633087,0.00315155,,,,,,
-0.630646,0.00312592,,,,,,
-0.628204,0.0030899,,,,,,
-0.625763,0.00304993,,,,,,
-0.623322,0.00301178,,,,,,
-0.62088,0.00298035,,,,,,
-0.618439,0.00294189,,,,,,
-0.615997,0.00290405,,,,,,
-0.613556,0.0028653,,,,,,
-0.611115,0.0028302,,,,,,
-0.608673,0.00279633,,,,,,
-0.606232,0.0027417,,,,,,
-0.60379,0.00268646,,,,,,
-0.601349,0.0026416,,,,,,
-0.598907,0.00260712,,,,,,
-0.596466,0.00258453,,,,,,
-0.594025,0.00255859,,,,,,
-0.591583,0.00250977,,,,,,
-0.589142,0.00247345,,,,,,
-0.5867,0.00248535,,,,,,
-0.584259,0.00245148,,,,,,
-0.581818,0.00236603,,,,,,
-0.579376,0.00234558,,,,,,
-0.576935,0.00235352,,,,,,
-0.574493,0.0023056,,,,,,
-0.572052,0.00223389,,,,,,
-0.569611,0.00223511,,,,,,
-0.567169,0.00223083,,,,,,
-0.564728,0.00216827,,,,,,
-0.562286,0.0021167,,,,,,
-0.559845,0.00213623,,,,,,
-0.557404,0.0021286,,,,,,
-0.554962,0.00206238,,,,,,
-0.552521,0.00202637,,,,,,
-0.550079,0.00204498,,,,,,
-0.547638,0.00202484,,,,,,
-0.545197,0.00195648,,,,,,
-0.542755,0.00195068,,,,,,
-0.540314,0.00196167,,,,,,
-0.537872,0.00192596,,,,,,
-0.535431,0.00187378,,,,,,
-0.53299,0.00188416,,,,,,
-0.530548,0.00189117,,,,,,
-0.528107,0.00184784,,,,,,
-0.525665,0.00180481,,,,,,
-0.523224,0.00182831,,,,,,
-0.520782,0.0018277,,,,,,
-0.518341,0.00177216,,,,,,
-0.5159,0.00176849,,,,,,
-0.513458,0.00175812,,,,,,
-0.511017,0.00174927,,,,,,
-0.508575,0.00173767,,,,,,
-0.506134,0.00172424,,,,,,
-0.503693,0.00171326,,,,,,
-0.501251,0.00170258,,,,,,
-0.49881,0.00168854,,,,,,
-0.496368,0.00167511,,,,,,
-0.493927,0.00166809,,,,,,
-0.491486,0.00165619,,,,,,
-0.489044,0.00164673,,,,,,
-0.486603,0.00163757,,,,,,
-0.484161,0.00163147,,,,,,
-0.48172,0.00162384,,,,,,
-0.479279,0.00161621,,,,,,
-0.476837,0.00160675,,,,,,
-0.474396,0.00160431,,,,,,
-0.471954,0.0015976,,,,,,
-0.469513,0.00159149,,,,,,
-0.467072,0.00158539,,,,,,
-0.46463,0.00158325,,,,,,
-0.462189,0.00157623,,,,,,
-0.459747,0.00157288,,,,,,
-0.457306,0.00157043,,,,,,
-0.454865,0.00156494,,,,,,
-0.452423,0.0015564,,,,,,
-0.449982,0.00154968,,,,,,
-0.44754,0.00154999,,,,,,
-0.445099,0.00154694,,,,,,
-0.442657,0.00154083,,,,,,
-0.440216,0.00153748,,,,,,
-0.437775,0.00153534,,,,,,
-0.435333,0.00153015,,,,,,
-0.432892,0.0015271,,,,,,
-0.43045,0.00152679,,,,,,
-0.428009,0.00152374,,,,,,
-0.425568,0.0015152,,,,,,
-0.423126,0.00151062,,,,,,
-0.420685,0.00151245,,,,,,
-0.418243,0.0015094,,,,,,
-0.415802,0.00150146,,,,,,
-0.413361,0.00149506,,,,,,
-0.410919,0.00149445,,,,,,
-0.408478,0.00149323,,,,,,
-0.406036,0.00149078,,,,,,
-0.403595,0.00148285,,,,,,
-0.401154,0.00148071,,,,,,
-0.398712,0.0014743,,,,,,
-0.396271,0.00147125,,,,,,
-0.393829,0.00146729,,,,,,
-0.391388,0.00145142,,,,,,
-0.388947,0.00143188,,,,,,
-0.386505,0.00147003,,,,,,
-0.384064,0.00147797,,,,,,
-0.381622,0.00143524,,,,,,
-0.379181,0.00142426,,,,,,
-0.37674,0.00146118,,,,,,
-0.374298,0.00145599,,,,,,
-0.371857,0.00141418,,,,,,
-0.369415,0.0014267,,,,,,
-0.366974,0.00145447,,,,,,
-0.364532,0.00142487,,,,,,
-0.362091,0.00138702,,,,,,
-0.35965,0.00141449,,,,,,
-0.357208,0.00143585,,,,,,
-0.354767,0.00140564,,,,,,
-0.352325,0.00138458,,,,,,
-0.349884,0.00142365,,,,,,
-0.347443,0.00143219,,,,,,
-0.345001,0.00138977,,,,,,
-0.34256,0.00138824,,,,,,
-0.340118,0.00142456,,,,,,
-0.337677,0.00141479,,,,,,
-0.335236,0.00137848,,,,,,
-0.332794,0.00140289,,,,,,
-0.330353,0.00142914,,,,,,
-0.327911,0.00140839,,,,,,
-0.32547,0.00137909,,,,,,
-0.323029,0.00141602,,,,,,
-0.320587,0.00143738,,,,,,
-0.318146,0.00140778,,,,,,
-0.315704,0.00139465,,,,,,
-0.313263,0.00144226,,,,,,
-0.310822,0.00145599,,,,,,
-0.30838,0.00141815,,,,,,
-0.305939,0.0014325,,,,,,
-0.303497,0.00147644,,,,,,
-0.301056,0.00147156,,,,,,
-0.298615,0.00144257,,,,,,
-0.296173,0.00146881,,,,,,
-0.293732,0.00149536,,,,,,
-0.29129,0.0015094,,,,,,
-0.288849,0.00152222,,,,,,
-0.286407,0.00153778,,,,,,
-0.283966,0.00155609,,,,,,
-0.281525,0.00157623,,,,,,
-0.279083,0.00159607,,,,,,
-0.276642,0.00161713,,,,,,
-0.2742,0.00164032,,,,,,
-0.271759,0.00166443,,,,,,
-0.269318,0.00168762,,,,,,
-0.266876,0.0017215,,,,,,
-0.264435,0.00174805,,,,,,
-0.261993,0.0017804,,,,,,
-0.259552,0.00181122,,,,,,
-0.257111,0.00185059,,,,,,
-0.254669,0.00189026,,,,,,
-0.252228,0.00193237,,,,,,
-0.249786,0.00197174,,,,,,
-0.247345,0.00202118,,,,,,
-0.244904,0.00207001,,,,,,
-0.242462,0.00211731,,,,,,
-0.240021,0.00216431,,,,,,
-0.237579,0.00221924,,,,,,
-0.235138,0.00227753,,,,,,
-0.232697,0.00233063,,,,,,
-0.230255,0.00238617,,,,,,
-0.227814,0.00244324,,,,,,
-0.225372,0.00250031,,,,,,
-0.222931,0.00255707,,,,,,
-0.22049,0.00261963,,,,,,
-0.218048,0.00267578,,,,,,
-0.215607,0.00273102,,,,,,
-0.213165,0.00278625,,,,,,
-0.210724,0.00284698,,,,,,
-0.208282,0.00290283,,,,,,
-0.205841,0.00295074,,,,,,
-0.2034,0.00299835,,,,,,
-0.200958,0.00304779,,,,,,
-0.198517,0.00309418,,,,,,
-0.196075,0.00313293,,,,,,
-0.193634,0.00317627,,,,,,
-0.191193,0.00319763,,,,,,
-0.188751,0.00320862,,,,,,
-0.18631,0.0032843,,,,,,
-0.183868,0.00332977,,,,,,
-0.181427,0.00330444,,,,,,
-0.178986,0.00331635,,,,,,
-0.176544,0.00338837,,,,,,
-0.174103,0.00339783,,,,,,
-0.171661,0.00335815,,,,,,
-0.16922,0.00338684,,,,,,
-0.166779,0.00342926,,,,,,
-0.164337,0.00340668,,,,,,
-0.161896,0.00336517,,,,,,
-0.159454,0.00340637,,,,,,
-0.157013,0.00342682,,,,,,
-0.154572,0.00338531,,,,,,
-0.15213,0.00334961,,,,,,
-0.149689,0.00338531,,,,,,
-0.147247,0.0033844,,,,,,
-0.144806,0.00332367,,,,,,
-0.142365,0.00330566,,,,,,
-0.139923,0.00333374,,,,,,
-0.137482,0.0033075,,,,,,
-0.13504,0.00324341,,,,,,
-0.132599,0.00324127,,,,,,
-0.130157,0.00325592,,,,,,
-0.127716,0.00320709,,,,,,
-0.125275,0.00315155,,,,,,
-0.122833,0.00316101,,,,,,
-0.120392,0.00315979,,,,,,
-0.11795,0.00310333,,,,,,
-0.115509,0.0030838,,,,,,
-0.113068,0.00306305,,,,,,
-0.110626,0.00304474,,,,,,
-0.108185,0.00302246,,,,,,
-0.105743,0.00300262,,,,,,
-0.103302,0.00298279,,,,,,
-0.100861,0.00296631,,,,,,
-0.0984192,0.00295197,,,,,,
-0.0959778,0.0029364,,,,,,
-0.0935364,0.0029248,,,,,,
-0.091095,0.00291748,,,,,,
-0.0886536,0.00291077,,,,,,
-0.0862122,0.00290527,,,,,,
-0.0837708,0.0029071,,,,,,
-0.0813293,0.00290771,,,,,,
-0.0788879,0.00290924,,,,,,
-0.0764465,0.00291687,,,,,,
-0.0740051,0.00292725,,,,,,
-0.0715637,0.00294067,,,,,,
-0.0691223,0.00295715,,,,,,
-0.0666809,0.0029718,,,,,,
-0.0642395,0.00299561,,,,,,
-0.0617981,0.00301819,,,,,,
-0.0593567,0.00304474,,,,,,
-0.0569153,0.00307556,,,,,,
-0.0544739,0.00310974,,,,,,
-0.0520325,0.00314178,,,,,,
-0.0495911,0.00317627,,,,,,
-0.0471497,0.00321838,,,,,,
-0.0447083,0.00325928,,,,,,
-0.0422668,0.00329987,,,,,,
-0.0398254,0.00334229,,,,,,
-0.037384,0.00339386,,,,,,
-0.0349426,0.00344025,,,,,,
-0.0325012,0.00348907,,,,,,
-0.0300598,0.0035379,,,,,,
